foul_id,event_id,match,date,play_id,minute_raw,minute_num,period,foul_team,is_argentina,foul_player,fk_winner_player,fk_winner_team,fk_zone,x,y,text,carded,card_link_type,card_type,card_minute,card_player,l2_matched,l2_incident_ids,l2_claim_class,l2_n_sources,l2_consensus,l2_note,arg_uncarded_candidate
760513_49769481,760513,ARG-SUI QF,2026-07-12,49769481,1',1.0,1,Switzerland,0,Denis Zakaria,Alexis Mac Allister,Argentina,defensive half,93.2,5.1,Alexis Mac Allister (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760513_49769543,760513,ARG-SUI QF,2026-07-12,49769543,3',3.0,1,Argentina,1,Julián Alvarez,,,,73.0,3.4,Foul by Julián Alvarez (Argentina).,0,,,,,0,,,,,,1
760513_49769859,760513,ARG-SUI QF,2026-07-12,49769859,13',13.0,1,Argentina,1,Cristian Romero,,,,52.8,15.1,Foul by Cristian Romero (Argentina).,0,,,,,0,,,,,,1
760513_49770014,760513,ARG-SUI QF,2026-07-12,49770014,17',17.0,1,Switzerland,0,,Rodrigo De Paul,Argentina,defensive half,19.0,12.1,Rodrigo De Paul (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760513_49770012,760513,ARG-SUI QF,2026-07-12,49770012,17',17.0,1,Switzerland,0,Ricardo Rodríguez,,,,81.4,88.4,Foul by Ricardo Rodríguez (Switzerland).,0,,,,,0,,,,,,0
760513_49770160,760513,ARG-SUI QF,2026-07-12,49770160,22',22.0,1,Switzerland,0,Fabian Rieder,Nicolás Tagliafico,Argentina,defensive half,32.3,97.8,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760513_49770170,760513,ARG-SUI QF,2026-07-12,49770170,23',23.0,1,Switzerland,0,Djibril Sow,Lisandro Martínez,Argentina,left wing,43.2,6.5,Lisandro Martínez (Argentina) wins a free kick on the left wing.,0,,,,,0,,,,,,0
760513_49770296,760513,ARG-SUI QF,2026-07-12,49770296,28',28.0,1,Switzerland,0,Granit Xhaka,Rodrigo De Paul,Argentina,defensive half,68.8,81.2,Rodrigo De Paul (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760513_49770429,760513,ARG-SUI QF,2026-07-12,49770429,32',32.0,1,Switzerland,0,Dan Ndoye,Rodrigo De Paul,Argentina,defensive half,82.8,76.2,Rodrigo De Paul (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760513_49770527,760513,ARG-SUI QF,2026-07-12,49770527,35',35.0,1,Argentina,1,Julián Alvarez,,,,22.8,4.6,Foul by Julián Alvarez (Argentina).,0,,,,,0,,,,,,1
760513_49770564,760513,ARG-SUI QF,2026-07-12,49770564,36',36.0,1,Argentina,1,Leandro Paredes,,,,59.3,67.2,Foul by Leandro Paredes (Argentina).,0,,,,,0,,,,,,1
760513_49770655,760513,ARG-SUI QF,2026-07-12,49770655,39',39.0,1,Switzerland,0,Denis Zakaria,Nicolás Tagliafico,Argentina,defensive half,89.7,24.8,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760513_49770665,760513,ARG-SUI QF,2026-07-12,49770665,40',40.0,1,Argentina,1,Lisandro Martínez,,,,40.8,86.8,Foul by Lisandro Martínez (Argentina).,0,,,,,0,,,,,,1
760513_49770693,760513,ARG-SUI QF,2026-07-12,49770693,42',42.0,1,Argentina,1,Leandro Paredes,,,,6.4,17.0,Foul by Leandro Paredes (Argentina).,0,,,,,0,,,,,,1
760513_49770709,760513,ARG-SUI QF,2026-07-12,49770709,44',44.0,1,Switzerland,0,Breel Embolo,Leandro Paredes,Argentina,defensive half,51.0,63.4,Leandro Paredes (Argentina) wins a free kick in the defensive half.,1,player_pm3,yellow-card,44',Breel Embolo,0,,,,,,0
760513_49770723,760513,ARG-SUI QF,2026-07-12,49770723,45',45.0,1,Argentina,1,Lisandro Martínez,,,,44.8,26.4,Foul by Lisandro Martínez (Argentina).,0,,,,,0,,,,,,1
760513_49770745,760513,ARG-SUI QF,2026-07-12,49770745,45'+3',45.03,1,Switzerland,0,Djibril Sow,Nicolás Tagliafico,Argentina,left wing,32.7,3.8,Nicolás Tagliafico (Argentina) wins a free kick on the left wing.,1,team_close,yellow-card,44',Breel Embolo,0,,,,,,0
760513_49771073,760513,ARG-SUI QF,2026-07-12,49771073,48',48.0,2,Argentina,1,Nicolás Tagliafico,,,,30.6,92.1,Foul by Nicolás Tagliafico (Argentina).,0,,,,,0,,,,,,1
760513_49771361,760513,ARG-SUI QF,2026-07-12,49771361,59',59.0,2,Switzerland,0,Remo Freuler,Alexis Mac Allister,Argentina,defensive half,41.4,76.9,Alexis Mac Allister (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760513_49771472,760513,ARG-SUI QF,2026-07-12,49771472,62',62.0,2,Switzerland,0,Djibril Sow,Nicolás Tagliafico,Argentina,attacking half,37.4,23.7,Nicolás Tagliafico (Argentina) wins a free kick in the attacking half.,0,,,,,0,,,,,,0
760513_49771856,760513,ARG-SUI QF,2026-07-12,49771856,79',79.0,2,Argentina,1,Julián Alvarez,,,,53.0,7.9,Foul by Julián Alvarez (Argentina).,0,,,,,0,,,,,,1
760513_49772249,760513,ARG-SUI QF,2026-07-12,49772249,90'+9',90.09,2,Argentina,1,Gonzalo Montiel,Miro Muheim,Switzerland,defensive half,12.1,67.0,Miro Muheim (Switzerland) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760513_49772401,760513,ARG-SUI QF,2026-07-12,49772401,97',97.0,3,Argentina,1,Thiago Almada,Remo Freuler,Switzerland,right wing,37.2,82.8,Remo Freuler (Switzerland) wins a free kick on the right wing.,1,player_pm3,yellow-card,97',Thiago Almada,0,,,,,,0
760513_49772407,760513,ARG-SUI QF,2026-07-12,49772407,98',98.0,3,Switzerland,0,Manuel Akanji,,,,90.3,63.5,Foul by Manuel Akanji (Switzerland).,0,,,,,0,,,,,,0
760513_49772413,760513,ARG-SUI QF,2026-07-12,49772413,98',98.0,3,Argentina,1,Lautaro Martínez,Manuel Akanji,Switzerland,defensive half,97.4,25.6,Manuel Akanji (Switzerland) wins a free kick in the defensive half.,1,player_pm3,yellow-card,98',Lautaro Martínez,0,,,,,,0
760513_49772476,760513,ARG-SUI QF,2026-07-12,49772476,102',102.0,3,Switzerland,0,Zeki Amdouni,,,,27.2,63.7,Foul by Zeki Amdouni (Switzerland).,0,,,,,0,,,,,,0
760513_49772478,760513,ARG-SUI QF,2026-07-12,49772478,102',102.0,3,Switzerland,0,,Lionel Messi,Argentina,attacking half,72.6,36.3,Lionel Messi (Argentina) wins a free kick in the attacking half.,0,,,,,0,,,,,,0
760513_49772582,760513,ARG-SUI QF,2026-07-12,49772582,107',107.0,4,Argentina,1,Alexis Mac Allister,Miro Muheim,Switzerland,left wing,30.7,2.4,Miro Muheim (Switzerland) wins a free kick on the left wing.,0,,,,,0,,,,,,1
760513_49772632,760513,ARG-SUI QF,2026-07-12,49772632,110',110.0,4,Switzerland,0,Manuel Akanji,,,,52.2,27.4,Foul by Manuel Akanji (Switzerland).,0,,,,,0,,,,,,0
760513_49772722,760513,ARG-SUI QF,2026-07-12,49772722,118',118.0,4,Argentina,1,José Manuel López,Ardon Jashari,Switzerland,left wing,34.2,9.2,Ardon Jashari (Switzerland) wins a free kick on the left wing.,0,,,,,0,,,,,,1
760515_49796217,760515,ENG-ARG SF,2026-07-15,49796217,2',2.0,1,Argentina,1,Leandro Paredes,,,,58.0,21.0,Foul by Leandro Paredes (Argentina).,0,,,,,0,,,,,,1
760515_49796242,760515,ENG-ARG SF,2026-07-15,49796242,3',3.0,1,Argentina,1,Enzo Fernández,,,,45.4,66.2,Foul by Enzo Fernández (Argentina).,0,,,,,1,SF01,under_carded,1,no,Enzo early foul Anderson; Athletic only,1
760515_49796298,760515,ENG-ARG SF,2026-07-15,49796298,6',6.0,1,Argentina,1,Giuliano Simeone,,,,65.6,9.2,Foul by Giuliano Simeone (Argentina).,0,,,,,0,,,,,,1
760515_49796310,760515,ENG-ARG SF,2026-07-15,49796310,8',8.0,1,England,0,,Julián Alvarez,Argentina,defensive half,30.2,53.7,Julián Alvarez (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760515_49796323,760515,ENG-ARG SF,2026-07-15,49796323,9',9.0,1,England,0,Reece James,Nicolás Tagliafico,Argentina,defensive half,69.9,32.0,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760515_49796334,760515,ENG-ARG SF,2026-07-15,49796334,9',9.0,1,Argentina,1,Giuliano Simeone,Elliot Anderson,England,defensive half,59.3,35.2,Elliot Anderson (England) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760515_49796343,760515,ENG-ARG SF,2026-07-15,49796343,10',10.0,1,England,0,Elliot Anderson,,,,66.8,52.8,Foul by Elliot Anderson (England).,0,,,,,0,,,,,,0
760515_49796448,760515,ENG-ARG SF,2026-07-15,49796448,16',16.0,1,Argentina,1,Giuliano Simeone,Anthony Gordon,England,defensive half,59.0,4.6,Anthony Gordon (England) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760515_49796537,760515,ENG-ARG SF,2026-07-15,49796537,21',21.0,1,England,0,Morgan Rogers,,,,76.7,44.3,Foul by Morgan Rogers (England).,0,,,,,0,,,,,,0
760515_49796562,760515,ENG-ARG SF,2026-07-15,49796562,23',23.0,1,England,0,Jude Bellingham,,,,41.8,70.4,Foul by Jude Bellingham (England).,0,,,,,0,,,,,,0
760515_49796564,760515,ENG-ARG SF,2026-07-15,49796564,23',23.0,1,England,0,,Alexis Mac Allister,Argentina,attacking half,60.1,29.7,Alexis Mac Allister (Argentina) wins a free kick in the attacking half.,0,,,,,0,,,,,,0
760515_49796570,760515,ENG-ARG SF,2026-07-15,49796570,25',25.0,1,Argentina,1,Giuliano Simeone,Jordan Pickford,England,defensive half,97.0,49.6,Jordan Pickford (England) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760515_49796628,760515,ENG-ARG SF,2026-07-15,49796628,30',30.0,1,England,0,Anthony Gordon,,,,63.6,70.5,Foul by Anthony Gordon (England).,0,,,,,0,,,,,,0
760515_49796657,760515,ENG-ARG SF,2026-07-15,49796657,32',32.0,1,Argentina,1,Enzo Fernández,Jude Bellingham,England,attacking half,26.4,23.3,Jude Bellingham (England) wins a free kick in the attacking half.,0,,,,,0,,,,,,1
760515_49796672,760515,ENG-ARG SF,2026-07-15,49796672,34',34.0,1,Argentina,1,Giuliano Simeone,Marc Guéhi,England,defensive half,59.8,20.2,Marc Guéhi (England) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760515_49796694,760515,ENG-ARG SF,2026-07-15,49796694,35',35.0,1,Argentina,1,Nahuel Molina,Jude Bellingham,England,left wing,16.4,14.2,Jude Bellingham (England) wins a free kick on the left wing.,0,,,,,0,,,,,,1
760515_49796709,760515,ENG-ARG SF,2026-07-15,49796709,37',37.0,1,England,0,Elliot Anderson,,,,36.6,69.4,Foul by Elliot Anderson (England).,1,player_pm3,yellow-card,37',Elliot Anderson,0,,,,,,0
760515_49796782,760515,ENG-ARG SF,2026-07-15,49796782,42',42.0,1,Argentina,1,Lisandro Martínez,Morgan Rogers,England,defensive half,61.8,52.2,Morgan Rogers (England) wins a free kick in the defensive half.,1,player_pm3,yellow-card,42',Lisandro Martínez,0,,,,,,0
760515_49796805,760515,ENG-ARG SF,2026-07-15,49796805,43',43.0,1,Argentina,1,Enzo Fernández,Elliot Anderson,England,defensive half,61.3,24.2,Elliot Anderson (England) wins a free kick in the defensive half.,1,team_close,yellow-card,42',Lisandro Martínez,0,,,,,,0
760515_49796908,760515,ENG-ARG SF,2026-07-15,49796908,45'+3',45.03,1,Argentina,1,,Reece James,England,right wing,44.8,86.7,Reece James (England) wins a free kick on the right wing.,0,,,,,0,,,,,,1
760515_49797059,760515,ENG-ARG SF,2026-07-15,49797059,51',51.0,2,Argentina,1,Cristian Romero,Jude Bellingham,England,defensive half,44.2,69.2,Jude Bellingham (England) wins a free kick in the defensive half.,1,player_pm3,yellow-card,51',Cristian Romero,0,,,,,,0
760515_49797086,760515,ENG-ARG SF,2026-07-15,49797086,53',53.0,2,England,0,Jude Bellingham,,,,51.3,21.6,Foul by Jude Bellingham (England).,0,,,,,0,,,,,,0
760515_49797339,760515,ENG-ARG SF,2026-07-15,49797339,67',67.0,2,England,0,Morgan Rogers,,,,61.2,4.8,Foul by Morgan Rogers (England).,0,,,,,0,,,,,,0
760515_49797368,760515,ENG-ARG SF,2026-07-15,49797368,69',69.0,2,Argentina,1,Cristian Romero,Djed Spence,England,defensive half,95.2,76.8,Djed Spence (England) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760515_49797543,760515,ENG-ARG SF,2026-07-15,49797543,81',81.0,2,Argentina,1,Nico González,Harry Kane,England,defensive half,23.4,27.4,Harry Kane (England) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760515_49797746,760515,ENG-ARG SF,2026-07-15,49797746,90'+9',90.09,2,England,0,Jude Bellingham,,,,63.3,68.2,Foul by Jude Bellingham (England).,0,,,,,0,,,,,,0
760515_49797778,760515,ENG-ARG SF,2026-07-15,49797778,90'+12',90.12,2,England,0,Dan Burn,,,,90.8,45.1,Foul by Dan Burn (England).,0,,,,,0,,,,,,0
760517_49878814,760517,ESP-ARG Final,2026-07-19,49878814,2',2.0,1,Spain,0,Pedro Porro,Nico González,Argentina,defensive half,65.4,31.2,Nico González (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49878856,760517,ESP-ARG Final,2026-07-19,49878856,4',4.0,1,Argentina,1,Gonzalo Montiel,Álex Baena,Spain,defensive half,53.3,12.2,Álex Baena (Spain) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760517_49878952,760517,ESP-ARG Final,2026-07-19,49878952,8',8.0,1,Spain,0,Lamine Yamal,Nicolás Tagliafico,Argentina,defensive half,17.4,93.4,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49879055,760517,ESP-ARG Final,2026-07-19,49879055,14',14.0,1,Argentina,1,Alexis Mac Allister,,,,56.7,87.8,Foul by Alexis Mac Allister (Argentina).,0,,,,,1,F01,under_carded,7,yes_en_es_not_ar,Mac Allister on Olmo; FK yes card no,1
760517_49879065,760517,ESP-ARG Final,2026-07-19,49879065,16',16.0,1,Spain,0,Álex Baena,Lionel Messi,Argentina,attacking half,35.0,45.8,Lionel Messi (Argentina) wins a free kick in the attacking half.,0,,,,,0,,,,,,0
760517_49879092,760517,ESP-ARG Final,2026-07-19,49879092,18',18.0,1,Argentina,1,Nicolás Tagliafico,,,,58.7,91.1,Foul by Nicolás Tagliafico (Argentina).,0,,,,,1,F02,under_carded,3,yes_en_es_not_ar,Tagliafico on Yamal pattern 1H,1
760517_49879106,760517,ESP-ARG Final,2026-07-19,49879106,20',20.0,1,Spain,0,Dani Olmo,Enzo Fernández,Argentina,defensive half,87.6,93.1,Enzo Fernández (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49879176,760517,ESP-ARG Final,2026-07-19,49879176,24',24.0,1,Spain,0,Rodri,Lionel Messi,Argentina,defensive half,61.0,38.2,Lionel Messi (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49879205,760517,ESP-ARG Final,2026-07-19,49879205,29',29.0,1,Argentina,1,Nicolás Tagliafico,,,,64.3,93.3,Foul by Nicolás Tagliafico (Argentina).,0,,,,,1,F02,under_carded,3,yes_en_es_not_ar,Tagliafico on Yamal pattern 1H,1
760517_49879277,760517,ESP-ARG Final,2026-07-19,49879277,33',33.0,1,Spain,0,Rodri,Alexis Mac Allister,Argentina,left wing,66.2,95.2,Alexis Mac Allister (Argentina) wins a free kick on the left wing.,0,,,,,0,,,,,,0
760517_49879285,760517,ESP-ARG Final,2026-07-19,49879285,34',34.0,1,Argentina,1,Julián Alvarez,,,,25.3,19.4,Foul by Julián Alvarez (Argentina).,0,,,,,0,,,,,,1
760517_49879313,760517,ESP-ARG Final,2026-07-19,49879313,36',36.0,1,Argentina,1,Nicolás Tagliafico,,,,70.2,94.4,Foul by Nicolás Tagliafico (Argentina).,0,,,,,1,F02,under_carded,3,yes_en_es_not_ar,Tagliafico on Yamal pattern 1H,1
760517_49879353,760517,ESP-ARG Final,2026-07-19,49879353,38',38.0,1,Argentina,1,Julián Alvarez,,,,47.4,86.3,Foul by Julián Alvarez (Argentina).,0,,,,,0,,,,,,1
760517_49879409,760517,ESP-ARG Final,2026-07-19,49879409,41',41.0,1,Argentina,1,Lisandro Martínez,,,,31.0,60.3,Foul by Lisandro Martínez (Argentina).,1,player_pm3,yellow-card,41',Lisandro Martínez,0,,,,,,0
760517_49879526,760517,ESP-ARG Final,2026-07-19,49879526,45'+3',45.03,1,Spain,0,Mikel Oyarzabal,Lionel Messi,Argentina,defensive half,31.2,34.6,Lionel Messi (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49879630,760517,ESP-ARG Final,2026-07-19,49879630,50',50.0,2,Spain,0,Álex Baena,Rodrigo De Paul,Argentina,defensive half,76.6,92.5,Rodrigo De Paul (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49879640,760517,ESP-ARG Final,2026-07-19,49879640,51',51.0,2,Spain,0,Álex Baena,Gonzalo Montiel,Argentina,right wing,39.8,93.8,Gonzalo Montiel (Argentina) wins a free kick on the right wing.,0,,,,,0,,,,,,0
760517_49879650,760517,ESP-ARG Final,2026-07-19,49879650,52',52.0,2,Argentina,1,Leandro Paredes,,,,56.8,46.0,Foul by Leandro Paredes (Argentina).,1,player_pm3,yellow-card,52',Leandro Paredes,0,,,,,,0
760517_49879672,760517,ESP-ARG Final,2026-07-19,49879672,54',54.0,2,Spain,0,Pedro Porro,Julián Alvarez,Argentina,defensive half,59.0,10.1,Julián Alvarez (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49879678,760517,ESP-ARG Final,2026-07-19,49879678,54',54.0,2,Spain,0,Álex Baena,Gonzalo Montiel,Argentina,defensive half,78.1,94.8,Gonzalo Montiel (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49879710,760517,ESP-ARG Final,2026-07-19,49879710,56',56.0,2,Argentina,1,Julián Alvarez,,,,52.8,36.2,Foul by Julián Alvarez (Argentina).,0,,,,,0,,,,,,1
760517_49879711,760517,ESP-ARG Final,2026-07-19,49879711,56',56.0,2,Argentina,1,,Aymeric Laporte,Spain,defensive half,47.2,62.6,Aymeric Laporte (Spain) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760517_49879759,760517,ESP-ARG Final,2026-07-19,49879759,60',60.0,2,Argentina,1,Leandro Paredes,,,,24.2,73.3,Foul by Leandro Paredes (Argentina).,0,,,,,0,,,,,,1
760517_49879773,760517,ESP-ARG Final,2026-07-19,49879773,62',62.0,2,Argentina,1,Nicolás Otamendi,,,,23.0,90.6,Foul by Nicolás Otamendi (Argentina).,0,,,,,0,,,,,,1
760517_49879939,760517,ESP-ARG Final,2026-07-19,49879939,76',76.0,2,Argentina,1,Leandro Paredes,,,,33.8,34.0,Foul by Leandro Paredes (Argentina).,0,,,,,0,,,,,,1
760517_49880030,760517,ESP-ARG Final,2026-07-19,49880030,81',81.0,2,Argentina,1,Giuliano Simeone,,,,73.2,38.3,Foul by Giuliano Simeone (Argentina).,1,team_close,yellow-card,82',Enzo Fernández,0,,,,,,0
760517_49880083,760517,ESP-ARG Final,2026-07-19,49880083,84',84.0,2,Argentina,1,Enzo Fernández,,,,63.4,33.8,Foul by Enzo Fernández (Argentina).,1,player_pm3,yellow-card,82',Enzo Fernández,0,,,,,,0
760517_49880179,760517,ESP-ARG Final,2026-07-19,49880179,90'+1',90.01,2,Spain,0,Ferran Torres,Nicolás Otamendi,Argentina,defensive half,41.7,17.7,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49880188,760517,ESP-ARG Final,2026-07-19,49880188,90'+1',90.01,2,Spain,0,Aymeric Laporte,Lionel Messi,Argentina,attacking half,35.4,76.6,Lionel Messi (Argentina) wins a free kick in the attacking half.,0,,,,,0,,,,,,0
760517_49880212,760517,ESP-ARG Final,2026-07-19,49880212,90'+3',90.03,2,Argentina,1,Enzo Fernández,,,,54.0,29.3,Foul by Enzo Fernández (Argentina).,1,player_pm3,red-card,90'+3',Enzo Fernández,0,,,,,,0
760517_49880237,760517,ESP-ARG Final,2026-07-19,49880237,90'+6',90.06,2,Argentina,1,Leandro Paredes,,,,23.0,45.2,Foul by Leandro Paredes (Argentina).,1,team_close,yellow-card,90'+2',Cristian Romero,0,,,,,,0
760517_49880277,760517,ESP-ARG Final,2026-07-19,49880277,92',92.0,3,Spain,0,Pedro Porro,Nicolás Tagliafico,Argentina,defensive half,27.4,76.4,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49880298,760517,ESP-ARG Final,2026-07-19,49880298,93',93.0,3,Spain,0,Pedri,Alexis Mac Allister,Argentina,defensive half,70.4,44.0,Alexis Mac Allister (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49880311,760517,ESP-ARG Final,2026-07-19,49880311,94',94.0,3,Argentina,1,Giuliano Simeone,,,,65.4,29.2,Foul by Giuliano Simeone (Argentina).,0,,,,,0,,,,,,1
760517_49880352,760517,ESP-ARG Final,2026-07-19,49880352,96',96.0,3,Spain,0,Mikel Merino,Nicolás Otamendi,Argentina,defensive half,87.8,47.3,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49880377,760517,ESP-ARG Final,2026-07-19,49880377,100',100.0,3,Argentina,1,Lionel Messi,,,,56.6,77.1,Foul by Lionel Messi (Argentina).,0,,,,,0,,,,,,1
760517_49880504,760517,ESP-ARG Final,2026-07-19,49880504,105'+3',105.03,3,Argentina,1,Giuliano Simeone,,,,82.2,92.2,Foul by Giuliano Simeone (Argentina).,0,,,,,0,,,,,,1
760517_49880506,760517,ESP-ARG Final,2026-07-19,49880506,105'+3',105.03,3,Argentina,1,,Pedro Porro,Spain,defensive half,16.4,7.6,Pedro Porro (Spain) wins a free kick in the defensive half.,0,,,,,0,,,,,,1
760517_49880534,760517,ESP-ARG Final,2026-07-19,49880534,108',108.0,4,Spain,0,Lamine Yamal,Nicolás Tagliafico,Argentina,attacking half,43.6,36.0,Nicolás Tagliafico (Argentina) wins a free kick in the attacking half.,0,,,,,0,,,,,,0
760517_49880588,760517,ESP-ARG Final,2026-07-19,49880588,111',111.0,4,Argentina,1,Alexis Mac Allister,,,,73.6,7.4,Foul by Alexis Mac Allister (Argentina).,1,player_pm3,yellow-card,111',Alexis Mac Allister,0,,,,,,0
760517_49880598,760517,ESP-ARG Final,2026-07-19,49880598,111',111.0,4,Argentina,1,Nicolás Tagliafico,,,,59.2,85.6,Foul by Nicolás Tagliafico (Argentina).,1,team_close,yellow-card,111',Alexis Mac Allister,0,,,,,,0
760517_49880643,760517,ESP-ARG Final,2026-07-19,49880643,114',114.0,4,Spain,0,Nico Williams,Leandro Paredes,Argentina,right wing,42.8,88.9,Leandro Paredes (Argentina) wins a free kick on the right wing.,0,,,,,0,,,,,,0
760517_49880697,760517,ESP-ARG Final,2026-07-19,49880697,119',119.0,4,Spain,0,Nico Williams,Marcos Senesi,Argentina,right wing,39.2,81.0,Marcos Senesi (Argentina) wins a free kick on the right wing.,0,,,,,0,,,,,,0
760517_49880735,760517,ESP-ARG Final,2026-07-19,49880735,120'+3',120.03,4,Argentina,1,Nicolás Tagliafico,,,,81.6,59.0,Foul by Nicolás Tagliafico (Argentina).,0,,,,,0,,,,,,1
760517_49880744,760517,ESP-ARG Final,2026-07-19,49880744,120'+4',120.04,4,Spain,0,Eric García,Nicolás Otamendi,Argentina,defensive half,45.6,58.7,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
760517_49880758,760517,ESP-ARG Final,2026-07-19,49880758,120'+5',120.05,4,Spain,0,Marc Cucurella,Nicolás Otamendi,Argentina,defensive half,62.8,74.0,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.,0,,,,,0,,,,,,0
