event_id,match,minute_raw,minute_num,foul_team,is_argentina,foul_player,fk_zone,x,y,nearby_card_pm3,player_booked_in_match,text,play_id,priority_review
760513,ARG-SUI QF,17',17.0,Switzerland,0,Ricardo Rodríguez,,81.4,88.4,0,0,Foul by Ricardo Rodríguez (Switzerland).,49770012,0
760513,ARG-SUI QF,22',22.0,Switzerland,0,Fabian Rieder,defensive half,32.3,97.8,0,0,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,49770160,0
760513,ARG-SUI QF,23',23.0,Switzerland,0,Djibril Sow,left wing,43.2,6.5,0,0,Lisandro Martínez (Argentina) wins a free kick on the left wing.,49770170,0
760513,ARG-SUI QF,28',28.0,Switzerland,0,Granit Xhaka,defensive half,68.8,81.2,0,0,Rodrigo De Paul (Argentina) wins a free kick in the defensive half.,49770296,0
760513,ARG-SUI QF,32',32.0,Switzerland,0,Dan Ndoye,defensive half,82.8,76.2,0,0,Rodrigo De Paul (Argentina) wins a free kick in the defensive half.,49770429,0
760513,ARG-SUI QF,39',39.0,Switzerland,0,Denis Zakaria,defensive half,89.7,24.8,0,0,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,49770655,0
760513,ARG-SUI QF,59',59.0,Switzerland,0,Remo Freuler,defensive half,41.4,76.9,0,0,Alexis Mac Allister (Argentina) wins a free kick in the defensive half.,49771361,0
760513,ARG-SUI QF,62',62.0,Switzerland,0,Djibril Sow,attacking half,37.4,23.7,0,0,Nicolás Tagliafico (Argentina) wins a free kick in the attacking half.,49771472,0
760513,ARG-SUI QF,98',98.0,Switzerland,0,Manuel Akanji,,90.3,63.5,0,0,Foul by Manuel Akanji (Switzerland).,49772407,0
760513,ARG-SUI QF,102',102.0,Switzerland,0,Zeki Amdouni,,27.2,63.7,0,0,Foul by Zeki Amdouni (Switzerland).,49772476,0
760513,ARG-SUI QF,102',102.0,Switzerland,0,,attacking half,72.6,36.3,0,0,Lionel Messi (Argentina) wins a free kick in the attacking half.,49772478,0
760513,ARG-SUI QF,110',110.0,Switzerland,0,Manuel Akanji,,52.2,27.4,0,0,Foul by Manuel Akanji (Switzerland).,49772632,0
760515,ENG-ARG SF,2',2.0,Argentina,1,Leandro Paredes,,58.0,21.0,0,0,Foul by Leandro Paredes (Argentina).,49796217,1
760515,ENG-ARG SF,3',3.0,Argentina,1,Enzo Fernández,,45.4,66.2,0,0,Foul by Enzo Fernández (Argentina).,49796242,1
760515,ENG-ARG SF,6',6.0,Argentina,1,Giuliano Simeone,,65.6,9.2,0,0,Foul by Giuliano Simeone (Argentina).,49796298,1
760515,ENG-ARG SF,9',9.0,Argentina,1,Giuliano Simeone,defensive half,59.3,35.2,0,0,Elliot Anderson (England) wins a free kick in the defensive half.,49796334,1
760515,ENG-ARG SF,16',16.0,Argentina,1,Giuliano Simeone,defensive half,59.0,4.6,0,0,Anthony Gordon (England) wins a free kick in the defensive half.,49796448,1
760515,ENG-ARG SF,25',25.0,Argentina,1,Giuliano Simeone,defensive half,97.0,49.6,0,0,Jordan Pickford (England) wins a free kick in the defensive half.,49796570,1
760515,ENG-ARG SF,32',32.0,Argentina,1,Enzo Fernández,attacking half,26.4,23.3,0,0,Jude Bellingham (England) wins a free kick in the attacking half.,49796657,1
760515,ENG-ARG SF,34',34.0,Argentina,1,Giuliano Simeone,defensive half,59.8,20.2,0,0,Marc Guéhi (England) wins a free kick in the defensive half.,49796672,1
760515,ENG-ARG SF,35',35.0,Argentina,1,Nahuel Molina,left wing,16.4,14.2,0,0,Jude Bellingham (England) wins a free kick on the left wing.,49796694,1
760515,ENG-ARG SF,45'+3',45.03,Argentina,1,,right wing,44.8,86.7,0,0,Reece James (England) wins a free kick on the right wing.,49796908,1
760515,ENG-ARG SF,69',69.0,Argentina,1,Cristian Romero,defensive half,95.2,76.8,0,1,Djed Spence (England) wins a free kick in the defensive half.,49797368,0
760515,ENG-ARG SF,81',81.0,Argentina,1,Nico González,defensive half,23.4,27.4,0,0,Harry Kane (England) wins a free kick in the defensive half.,49797543,1
760515,ENG-ARG SF,8',8.0,England,0,,defensive half,30.2,53.7,0,0,Julián Alvarez (Argentina) wins a free kick in the defensive half.,49796310,0
760515,ENG-ARG SF,9',9.0,England,0,Reece James,defensive half,69.9,32.0,0,0,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,49796323,0
760515,ENG-ARG SF,10',10.0,England,0,Elliot Anderson,,66.8,52.8,0,1,Foul by Elliot Anderson (England).,49796343,0
760515,ENG-ARG SF,21',21.0,England,0,Morgan Rogers,,76.7,44.3,0,0,Foul by Morgan Rogers (England).,49796537,0
760515,ENG-ARG SF,23',23.0,England,0,Jude Bellingham,,41.8,70.4,0,0,Foul by Jude Bellingham (England).,49796562,0
760515,ENG-ARG SF,23',23.0,England,0,,attacking half,60.1,29.7,0,0,Alexis Mac Allister (Argentina) wins a free kick in the attacking half.,49796564,0
760515,ENG-ARG SF,30',30.0,England,0,Anthony Gordon,,63.6,70.5,0,0,Foul by Anthony Gordon (England).,49796628,0
760515,ENG-ARG SF,53',53.0,England,0,Jude Bellingham,,51.3,21.6,0,0,Foul by Jude Bellingham (England).,49797086,0
760515,ENG-ARG SF,67',67.0,England,0,Morgan Rogers,,61.2,4.8,0,0,Foul by Morgan Rogers (England).,49797339,0
760515,ENG-ARG SF,90'+9',90.09,England,0,Jude Bellingham,,63.3,68.2,0,0,Foul by Jude Bellingham (England).,49797746,0
760515,ENG-ARG SF,90'+12',90.12,England,0,Dan Burn,,90.8,45.1,0,0,Foul by Dan Burn (England).,49797778,0
760517,ESP-ARG Final,4',4.0,Argentina,1,Gonzalo Montiel,defensive half,53.3,12.2,0,0,Álex Baena (Spain) wins a free kick in the defensive half.,49878856,1
760517,ESP-ARG Final,14',14.0,Argentina,1,Alexis Mac Allister,,56.7,87.8,0,1,Foul by Alexis Mac Allister (Argentina).,49879055,0
760517,ESP-ARG Final,18',18.0,Argentina,1,Nicolás Tagliafico,,58.7,91.1,0,0,Foul by Nicolás Tagliafico (Argentina).,49879092,1
760517,ESP-ARG Final,29',29.0,Argentina,1,Nicolás Tagliafico,,64.3,93.3,0,0,Foul by Nicolás Tagliafico (Argentina).,49879205,1
760517,ESP-ARG Final,34',34.0,Argentina,1,Julián Alvarez,,25.3,19.4,0,0,Foul by Julián Alvarez (Argentina).,49879285,1
760517,ESP-ARG Final,36',36.0,Argentina,1,Nicolás Tagliafico,,70.2,94.4,0,0,Foul by Nicolás Tagliafico (Argentina).,49879313,1
760517,ESP-ARG Final,56',56.0,Argentina,1,Julián Alvarez,,52.8,36.2,0,0,Foul by Julián Alvarez (Argentina).,49879710,1
760517,ESP-ARG Final,56',56.0,Argentina,1,,defensive half,47.2,62.6,0,0,Aymeric Laporte (Spain) wins a free kick in the defensive half.,49879711,1
760517,ESP-ARG Final,60',60.0,Argentina,1,Leandro Paredes,,24.2,73.3,0,1,Foul by Leandro Paredes (Argentina).,49879759,0
760517,ESP-ARG Final,62',62.0,Argentina,1,Nicolás Otamendi,,23.0,90.6,0,0,Foul by Nicolás Otamendi (Argentina).,49879773,1
760517,ESP-ARG Final,76',76.0,Argentina,1,Leandro Paredes,,33.8,34.0,0,1,Foul by Leandro Paredes (Argentina).,49879939,0
760517,ESP-ARG Final,94',94.0,Argentina,1,Giuliano Simeone,,65.4,29.2,0,0,Foul by Giuliano Simeone (Argentina).,49880311,1
760517,ESP-ARG Final,100',100.0,Argentina,1,Lionel Messi,,56.6,77.1,0,0,Foul by Lionel Messi (Argentina).,49880377,1
760517,ESP-ARG Final,105'+3',105.03,Argentina,1,Giuliano Simeone,,82.2,92.2,0,0,Foul by Giuliano Simeone (Argentina).,49880504,1
760517,ESP-ARG Final,105'+3',105.03,Argentina,1,,defensive half,16.4,7.6,0,0,Pedro Porro (Spain) wins a free kick in the defensive half.,49880506,1
760517,ESP-ARG Final,120'+3',120.03,Argentina,1,Nicolás Tagliafico,,81.6,59.0,0,0,Foul by Nicolás Tagliafico (Argentina).,49880735,1
760517,ESP-ARG Final,2',2.0,Spain,0,Pedro Porro,defensive half,65.4,31.2,0,0,Nico González (Argentina) wins a free kick in the defensive half.,49878814,0
760517,ESP-ARG Final,8',8.0,Spain,0,Lamine Yamal,defensive half,17.4,93.4,0,0,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,49878952,0
760517,ESP-ARG Final,16',16.0,Spain,0,Álex Baena,attacking half,35.0,45.8,0,0,Lionel Messi (Argentina) wins a free kick in the attacking half.,49879065,0
760517,ESP-ARG Final,20',20.0,Spain,0,Dani Olmo,defensive half,87.6,93.1,0,0,Enzo Fernández (Argentina) wins a free kick in the defensive half.,49879106,0
760517,ESP-ARG Final,24',24.0,Spain,0,Rodri,defensive half,61.0,38.2,0,0,Lionel Messi (Argentina) wins a free kick in the defensive half.,49879176,0
760517,ESP-ARG Final,33',33.0,Spain,0,Rodri,left wing,66.2,95.2,0,0,Alexis Mac Allister (Argentina) wins a free kick on the left wing.,49879277,0
