foul_id,event_id,match,date,play_id,minute_raw,minute_num,period,foul_team,is_argentina,foul_player,fk_winner_player,fk_zone,x,y,carded,card_type,card_minute,l2_incident_ids,l2_matched,arg_uncarded_candidate,text
760517_49880188,760517,ESP-ARG Final,2026-07-19,49880188,90'+1',90.01,2,Spain,0,Aymeric Laporte,Lionel Messi,attacking half,35.4,76.6,0,,,,0,0,Lionel Messi (Argentina) wins a free kick in the attacking half.
760517_49880212,760517,ESP-ARG Final,2026-07-19,49880212,90'+3',90.03,2,Argentina,1,Enzo Fernández,,,54.0,29.3,1,red-card,90'+3',,0,0,Foul by Enzo Fernández (Argentina).
760517_49880237,760517,ESP-ARG Final,2026-07-19,49880237,90'+6',90.06,2,Argentina,1,Leandro Paredes,,,23.0,45.2,1,yellow-card,90'+2',,0,0,Foul by Leandro Paredes (Argentina).
760517_49880277,760517,ESP-ARG Final,2026-07-19,49880277,92',92.0,3,Spain,0,Pedro Porro,Nicolás Tagliafico,defensive half,27.4,76.4,0,,,,0,0,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.
760517_49880298,760517,ESP-ARG Final,2026-07-19,49880298,93',93.0,3,Spain,0,Pedri,Alexis Mac Allister,defensive half,70.4,44.0,0,,,,0,0,Alexis Mac Allister (Argentina) wins a free kick in the defensive half.
760517_49880311,760517,ESP-ARG Final,2026-07-19,49880311,94',94.0,3,Argentina,1,Giuliano Simeone,,,65.4,29.2,0,,,,0,1,Foul by Giuliano Simeone (Argentina).
760517_49880352,760517,ESP-ARG Final,2026-07-19,49880352,96',96.0,3,Spain,0,Mikel Merino,Nicolás Otamendi,defensive half,87.8,47.3,0,,,,0,0,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.
760517_49880377,760517,ESP-ARG Final,2026-07-19,49880377,100',100.0,3,Argentina,1,Lionel Messi,,,56.6,77.1,0,,,,0,1,Foul by Lionel Messi (Argentina).
760517_49880504,760517,ESP-ARG Final,2026-07-19,49880504,105'+3',105.03,3,Argentina,1,Giuliano Simeone,,,82.2,92.2,0,,,,0,1,Foul by Giuliano Simeone (Argentina).
760517_49880506,760517,ESP-ARG Final,2026-07-19,49880506,105'+3',105.03,3,Argentina,1,,Pedro Porro,defensive half,16.4,7.6,0,,,,0,1,Pedro Porro (Spain) wins a free kick in the defensive half.
760517_49880534,760517,ESP-ARG Final,2026-07-19,49880534,108',108.0,4,Spain,0,Lamine Yamal,Nicolás Tagliafico,attacking half,43.6,36.0,0,,,,0,0,Nicolás Tagliafico (Argentina) wins a free kick in the attacking half.
760517_49880588,760517,ESP-ARG Final,2026-07-19,49880588,111',111.0,4,Argentina,1,Alexis Mac Allister,,,73.6,7.4,1,yellow-card,111',,0,0,Foul by Alexis Mac Allister (Argentina).
760517_49880598,760517,ESP-ARG Final,2026-07-19,49880598,111',111.0,4,Argentina,1,Nicolás Tagliafico,,,59.2,85.6,1,yellow-card,111',,0,0,Foul by Nicolás Tagliafico (Argentina).
760517_49880643,760517,ESP-ARG Final,2026-07-19,49880643,114',114.0,4,Spain,0,Nico Williams,Leandro Paredes,right wing,42.8,88.9,0,,,,0,0,Leandro Paredes (Argentina) wins a free kick on the right wing.
760517_49880697,760517,ESP-ARG Final,2026-07-19,49880697,119',119.0,4,Spain,0,Nico Williams,Marcos Senesi,right wing,39.2,81.0,0,,,,0,0,Marcos Senesi (Argentina) wins a free kick on the right wing.
760517_49880735,760517,ESP-ARG Final,2026-07-19,49880735,120'+3',120.03,4,Argentina,1,Nicolás Tagliafico,,,81.6,59.0,0,,,,0,1,Foul by Nicolás Tagliafico (Argentina).
760517_49880744,760517,ESP-ARG Final,2026-07-19,49880744,120'+4',120.04,4,Spain,0,Eric García,Nicolás Otamendi,defensive half,45.6,58.7,0,,,,0,0,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.
760517_49880758,760517,ESP-ARG Final,2026-07-19,49880758,120'+5',120.05,4,Spain,0,Marc Cucurella,Nicolás Otamendi,defensive half,62.8,74.0,0,,,,0,0,Nicolás Otamendi (Argentina) wins a free kick in the defensive half.
