foul_id,event_id,match,minute_raw,minute_num,foul_team,is_argentina,foul_player,carded,n_opta_foul_lines_pm1,opta_snip,n_media_lines_pm2,media_sources,media_snip,has_media_narration
760500_49688637,760500,ARG-CPV R32,90'+8',90.08,Cape Verde,0,Willy Semedo,0,8,Foul by Jamiro Monteiro (Cabo Verde). || Lionel Messi (Argentina) wins a free kick in the attacking half. || Vozinha (Cabo Verde) wins a free kick in the defensive half.,1,bbc,"[bbc] There is not much between that and Australia’s win probability of 30.4%, which is close to the 31.0%",1
760500_49689253,760500,ARG-CPV R32,107',107.0,Cape Verde,0,Jamiro Monteiro,0,2,Foul by Jamiro Monteiro (Cabo Verde). || Alexis Mac Allister (Argentina) wins a free kick in the attacking half.,0,,,0
760500_49689336,760500,ARG-CPV R32,110',110.0,Cape Verde,0,Willy Semedo,0,2,Foul by Willy Semedo (Cabo Verde). || Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,0,,,0
760500_49689475,760500,ARG-CPV R32,115',115.0,Argentina,1,Gonzalo Montiel,1,3,Hélio Varela (Cabo Verde) wins a free kick on the left wing. || Foul by Gonzalo Montiel (Argentina). || Gonzalo Montiel (Argentina) is shown the yellow card for a bad foul.,0,,,0
760509_49730788,760509,ARG-EGY R16,5',5.0,Argentina,1,Enzo Fernández,0,2,Mohamed Salah (Egypt) wins a free kick in the defensive half. || Foul by Enzo Fernández (Argentina).,0,,,0
760509_49730840,760509,ARG-EGY R16,7',7.0,Argentina,1,Nicolás Tagliafico,0,2,Foul by Nicolás Tagliafico (Argentina). || Haissem Hassan (Egypt) wins a free kick on the right wing.,0,,,0
760509_49730907,760509,ARG-EGY R16,11',11.0,Argentina,1,Enzo Fernández,0,2,Karim Hafez (Egypt) wins a free kick in the defensive half. || Foul by Enzo Fernández (Argentina).,3,bbc,"[bbc] But Cristian Romero halved the deficit 11 minutes from time before Lionel Messi – who had missed a f || [bbc] But Cristian Romero halved the deficit 11 minutes from time before Lionel Messi – who had missed a f || [bbc] A comeback, however, did not look to be on the cards until Romero ended the Pharaohs' resistance 11 ",1
760509_49730954,760509,ARG-EGY R16,13',13.0,Argentina,1,Rodrigo De Paul,0,2,Emam Ashour (Egypt) wins a free kick in the attacking half. || Foul by Rodrigo De Paul (Argentina).,5,bbc,"[bbc] Marwan Attia (15'), Haissem Hassan (67') || [bbc] But Cristian Romero halved the deficit 11 minutes from time before Lionel Messi – who had missed a f || [bbc] But Cristian Romero halved the deficit 11 minutes from time before Lionel Messi – who had missed a f",1
760509_49731025,760509,ARG-EGY R16,18',18.0,Egypt,0,Yasser Ibrahim,0,4,Foul by Yasser Ibrahim (Egypt). || Julián Alvarez (Argentina) wins a free kick in the defensive half. || Penalty conceded by Haissem Hassan (Egypt) after a foul in the penalty area.,0,,,0
760509_49731036,760509,ARG-EGY R16,19',19.0,Egypt,0,,0,4,Foul by Yasser Ibrahim (Egypt). || Julián Alvarez (Argentina) wins a free kick in the defensive half. || Penalty conceded by Haissem Hassan (Egypt) after a foul in the penalty area.,1,bbc,[bbc] Argentina will be next in action against either Switzerland or Colombia (who play their last-16 tie ,1
760509_49731044,760509,ARG-EGY R16,21',21.0,Argentina,1,Cristian Romero,0,2,Emam Ashour (Egypt) wins a free kick in the defensive half. || Foul by Cristian Romero (Argentina).,1,bbc,[bbc] Argentina will be next in action against either Switzerland or Colombia (who play their last-16 tie ,1
760509_49731075,760509,ARG-EGY R16,23',23.0,Argentina,1,Lisandro Martínez,0,2,Mohamed Salah (Egypt) wins a free kick in the defensive half. || Foul by Lisandro Martínez (Argentina).,1,bbc,[bbc] Argentina will be next in action against either Switzerland or Colombia (who play their last-16 tie ,1
760509_49731162,760509,ARG-EGY R16,30',30.0,Egypt,0,Marwan Attia,0,3,Foul by Marwan Attia (Egypt). || Alexis Mac Allister (Argentina) wins a free kick in the attacking half. || Lionel Messi (Argentina) hits the left post with a left footed shot from outside the box from a direct free kick.,0,,,0
760509_49731195,760509,ARG-EGY R16,33',33.0,Egypt,0,Mohanad Lasheen,0,2,Foul by Mohanad Lasheen (Egypt). || Julián Alvarez (Argentina) wins a free kick in the defensive half.,0,,,0
760509_49731385,760509,ARG-EGY R16,44',44.0,Egypt,0,Marwan Attia,0,4,Foul by Marwan Attia (Egypt). || Lionel Messi (Argentina) wins a free kick in the attacking half. || Mohamed Salah (Egypt) wins a free kick in the attacking half.,2,bbc,"[bbc] , substituted for Hamdi Fathy at 46 minutes || [bbc] , substituted for Hamdi Fathy at 46 minutes",1
760509_49731396,760509,ARG-EGY R16,45',45.0,Argentina,1,Julián Alvarez,0,8,Foul by Marwan Attia (Egypt). || Lionel Messi (Argentina) wins a free kick in the attacking half. || Mohamed Salah (Egypt) wins a free kick in the attacking half.,2,bbc,"[bbc] , substituted for Hamdi Fathy at 46 minutes || [bbc] , substituted for Hamdi Fathy at 46 minutes",1
760509_49731436,760509,ARG-EGY R16,45'+2',45.02,Argentina,1,Julián Alvarez,0,6,Mohamed Salah (Egypt) wins a free kick in the attacking half. || Foul by Julián Alvarez (Argentina). || Ramy Rabia (Egypt) wins a free kick in the defensive half.,2,bbc,"[bbc] , substituted for Hamdi Fathy at 46 minutes || [bbc] , substituted for Hamdi Fathy at 46 minutes",1
760509_49731511,760509,ARG-EGY R16,46',46.0,Argentina,1,Lisandro Martínez,0,6,Mohamed Salah (Egypt) wins a free kick in the attacking half. || Foul by Julián Alvarez (Argentina). || Ramy Rabia (Egypt) wins a free kick in the defensive half.,2,bbc,"[bbc] , substituted for Hamdi Fathy at 46 minutes || [bbc] , substituted for Hamdi Fathy at 46 minutes",1
760509_49731548,760509,ARG-EGY R16,48',48.0,Argentina,1,Julián Alvarez,0,4,Mostafa Shobeir (Egypt) wins a free kick in the defensive half. || Foul by Julián Alvarez (Argentina). || Haissem Hassan (Egypt) wins a free kick in the defensive half.,2,bbc,"[bbc] , substituted for Hamdi Fathy at 46 minutes || [bbc] , substituted for Hamdi Fathy at 46 minutes",1
760509_49731551,760509,ARG-EGY R16,48',48.0,Argentina,1,Nicolás Tagliafico,0,4,Mostafa Shobeir (Egypt) wins a free kick in the defensive half. || Foul by Julián Alvarez (Argentina). || Haissem Hassan (Egypt) wins a free kick in the defensive half.,2,bbc,"[bbc] , substituted for Hamdi Fathy at 46 minutes || [bbc] , substituted for Hamdi Fathy at 46 minutes",1
760509_49731628,760509,ARG-EGY R16,52',52.0,Egypt,0,Mohamed Salah,0,2,Foul by Mohamed Salah (Egypt). || Leandro Paredes (Argentina) wins a free kick in the attacking half.,1,bbc,[bbc] But they were even more incensed at their refusal to award a penalty for a foul on Salah shortly bef,1
760509_49731691,760509,ARG-EGY R16,55',55.0,Egypt,0,Hamdi Fathy,0,2,Foul by Hamdi Fathy (Egypt). || Lionel Messi (Argentina) wins a free kick in the attacking half.,0,,,0
760509_49731757,760509,ARG-EGY R16,58',58.0,Egypt,0,Marwan Attia,0,2,Foul by Marwan Attia (Egypt). || Lisandro Martínez (Argentina) wins a free kick on the left wing.,0,,,0
760509_49731820,760509,ARG-EGY R16,64',64.0,Egypt,0,Mohamed Salah,0,2,Foul by Mohamed Salah (Egypt). || Lisandro Martínez (Argentina) wins a free kick on the left wing.,5,bbc,"[bbc] But they were even more incensed at their refusal to award a penalty for a foul on Salah shortly bef || [bbc] , substituted for N. González at 66 minutes || [bbc] , substituted for Lautaro Martínez at 66 minutes",1
760509_49732163,760509,ARG-EGY R16,87',87.0,Argentina,1,Nico González,0,2,Omar Marmoush (Egypt) wins a free kick in the defensive half. || Foul by Nico González (Argentina).,0,,,0
760509_49732199,760509,ARG-EGY R16,89',89.0,Egypt,0,Karim Hafez,1,2,Foul by Karim Hafez (Egypt). || Lautaro Martínez (Argentina) wins a free kick on the right wing.,9,bbc,"[bbc] L. Messi (79'), G. Montiel (83'), Lautaro Martínez (90'+2) || [bbc] , Yellow Card at 90 minutes plus 3 || [bbc] , Yellow Card at 90 minutes plus 8",1
760509_49732287,760509,ARG-EGY R16,90'+7',90.07,Argentina,1,Nico González,0,5,Zizo (Egypt) wins a free kick in the defensive half. || Foul by Nico González (Argentina). || Foul by Marwan Attia (Egypt).,9,bbc,"[bbc] L. Messi (79'), G. Montiel (83'), Lautaro Martínez (90'+2) || [bbc] , Yellow Card at 90 minutes plus 3 || [bbc] , Yellow Card at 90 minutes plus 8",1
760509_49732296,760509,ARG-EGY R16,90'+8',90.08,Egypt,0,Marwan Attia,1,5,Zizo (Egypt) wins a free kick in the defensive half. || Foul by Nico González (Argentina). || Foul by Marwan Attia (Egypt).,9,bbc,"[bbc] L. Messi (79'), G. Montiel (83'), Lautaro Martínez (90'+2) || [bbc] , Yellow Card at 90 minutes plus 3 || [bbc] , Yellow Card at 90 minutes plus 8",1
760513_49769481,760513,ARG-SUI QF,1',1.0,Switzerland,0,Denis Zakaria,0,2,Alexis Mac Allister (Argentina) wins a free kick in the defensive half. || Foul by Denis Zakaria (Switzerland).,0,,,0
760513_49769543,760513,ARG-SUI QF,3',3.0,Argentina,1,Julián Alvarez,0,2,Foul by Julián Alvarez (Argentina). || Ricardo Rodríguez (Switzerland) wins a free kick in the defensive half.,21,bbc,"[bbc] published at 05:30 BST 12 July || [bbc] It's 5:30 in the morning, I think it's time we signed off. || [bbc] published at 05:28 BST 12 July",1
760513_49769859,760513,ARG-SUI QF,13',13.0,Argentina,1,Cristian Romero,0,2,Foul by Cristian Romero (Argentina). || Breel Embolo (Switzerland) wins a free kick in the defensive half.,0,,,0
760513_49770014,760513,ARG-SUI QF,17',17.0,Switzerland,0,,0,2,Rodrigo De Paul (Argentina) wins a free kick in the defensive half. || Foul by Ricardo Rodríguez (Switzerland).,0,,,0
760513_49770012,760513,ARG-SUI QF,17',17.0,Switzerland,0,Ricardo Rodríguez,0,2,Rodrigo De Paul (Argentina) wins a free kick in the defensive half. || Foul by Ricardo Rodríguez (Switzerland).,0,,,0
760513_49770160,760513,ARG-SUI QF,22',22.0,Switzerland,0,Fabian Rieder,0,4,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half. || Foul by Fabian Rieder (Switzerland). || Lisandro Martínez (Argentina) wins a free kick on the left wing.,1,bbc,[bbc] Winner will face England in last four on Wednesday (20:00 BST) live on BBC,1
760513_49770170,760513,ARG-SUI QF,23',23.0,Switzerland,0,Djibril Sow,0,4,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half. || Foul by Fabian Rieder (Switzerland). || Lisandro Martínez (Argentina) wins a free kick on the left wing.,0,,,0
760513_49770296,760513,ARG-SUI QF,28',28.0,Switzerland,0,Granit Xhaka,0,2,Rodrigo De Paul (Argentina) wins a free kick in the defensive half. || Foul by Granit Xhaka (Switzerland).,0,,,0
760513_49770429,760513,ARG-SUI QF,32',32.0,Switzerland,0,Dan Ndoye,0,2,Rodrigo De Paul (Argentina) wins a free kick in the defensive half. || Foul by Dan Ndoye (Switzerland).,0,,,0
760513_49770527,760513,ARG-SUI QF,35',35.0,Argentina,1,Julián Alvarez,0,4,Foul by Julián Alvarez (Argentina). || Fabian Rieder (Switzerland) wins a free kick on the left wing. || Foul by Leandro Paredes (Argentina).,0,,,0
760513_49770564,760513,ARG-SUI QF,36',36.0,Argentina,1,Leandro Paredes,0,4,Foul by Julián Alvarez (Argentina). || Fabian Rieder (Switzerland) wins a free kick on the left wing. || Foul by Leandro Paredes (Argentina).,2,bbc,"[bbc] Embolo initially appeared to be fouled near the half-way line by Leandro Paredes, who was booked. Ho || [bbc] The Paredes booking was quashed and Embolo, who had already been booked, was sent off to his distres",1
760513_49770655,760513,ARG-SUI QF,39',39.0,Switzerland,0,Denis Zakaria,0,4,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half. || Foul by Denis Zakaria (Switzerland). || Foul by Lisandro Martínez (Argentina).,0,,,0
760513_49770665,760513,ARG-SUI QF,40',40.0,Argentina,1,Lisandro Martínez,0,4,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half. || Foul by Denis Zakaria (Switzerland). || Foul by Lisandro Martínez (Argentina).,0,,,0
760513_49770693,760513,ARG-SUI QF,42',42.0,Argentina,1,Leandro Paredes,0,2,Foul by Leandro Paredes (Argentina). || Djibril Sow (Switzerland) wins a free kick on the left wing.,2,bbc,"[bbc] Embolo initially appeared to be fouled near the half-way line by Leandro Paredes, who was booked. Ho || [bbc] The Paredes booking was quashed and Embolo, who had already been booked, was sent off to his distres",1
760513_49770709,760513,ARG-SUI QF,44',44.0,Switzerland,0,Breel Embolo,1,5,Leandro Paredes (Argentina) wins a free kick in the defensive half. || Foul by Breel Embolo (Switzerland). || Breel Embolo (Switzerland) is shown the yellow card for a bad foul.,5,bbc,"[bbc] Star striker Breel Embolo was dramatically given a second yellow card for diving following a video a || [bbc] Embolo initially appeared to be fouled near the half-way line by Leandro Paredes, who was booked. Ho || [bbc] The Paredes booking was quashed and Embolo, who had already been booked, was sent off to his distres",1
760513_49770723,760513,ARG-SUI QF,45',45.0,Argentina,1,Lisandro Martínez,0,7,Leandro Paredes (Argentina) wins a free kick in the defensive half. || Foul by Breel Embolo (Switzerland). || Breel Embolo (Switzerland) is shown the yellow card for a bad foul.,0,,,0
760513_49770745,760513,ARG-SUI QF,45'+3',45.03,Switzerland,0,Djibril Sow,1,4,Foul by Lisandro Martínez (Argentina). || Breel Embolo (Switzerland) wins a free kick in the attacking half. || Nicolás Tagliafico (Argentina) wins a free kick on the left wing.,0,,,0
760513_49771073,760513,ARG-SUI QF,48',48.0,Argentina,1,Nicolás Tagliafico,0,2,Foul by Nicolás Tagliafico (Argentina). || Djibril Sow (Switzerland) wins a free kick on the right wing.,0,,,0
760513_49771361,760513,ARG-SUI QF,59',59.0,Switzerland,0,Remo Freuler,0,2,Alexis Mac Allister (Argentina) wins a free kick in the defensive half. || Foul by Remo Freuler (Switzerland).,0,,,0
760513_49771472,760513,ARG-SUI QF,62',62.0,Switzerland,0,Djibril Sow,0,2,Nicolás Tagliafico (Argentina) wins a free kick in the attacking half. || Foul by Djibril Sow (Switzerland).,0,,,0
760513_49771856,760513,ARG-SUI QF,79',79.0,Argentina,1,Julián Alvarez,0,2,Foul by Julián Alvarez (Argentina). || Nico Elvedi (Switzerland) wins a free kick on the right wing.,2,bbc,"[bbc] , substituted for N. González at 78 minutes || [bbc] , substituted for N. González at 78 minutes",1
760513_49772249,760513,ARG-SUI QF,90'+9',90.09,Argentina,1,Gonzalo Montiel,0,2,Miro Muheim (Switzerland) wins a free kick in the defensive half. || Foul by Gonzalo Montiel (Argentina).,3,bbc,"[bbc] After taking the lead early on, they went nearly 90 minutes without another shot on target between M || [bbc] , substituted for T. Almada at 90 minutes || [bbc] , substituted for T. Almada at 90 minutes",1
760513_49772401,760513,ARG-SUI QF,97',97.0,Argentina,1,Thiago Almada,1,8,Remo Freuler (Switzerland) wins a free kick on the right wing. || Foul by Thiago Almada (Argentina). || Thiago Almada (Argentina) is shown the yellow card for a bad foul.,8,bbc,"[bbc] , Yellow Card at 97 minutes extra time || [bbc] , Yellow Card at 98 minutes extra time || [bbc] , substituted for E. Cömert at 95 minutes",1
760513_49772407,760513,ARG-SUI QF,98',98.0,Switzerland,0,Manuel Akanji,0,8,Remo Freuler (Switzerland) wins a free kick on the right wing. || Foul by Thiago Almada (Argentina). || Thiago Almada (Argentina) is shown the yellow card for a bad foul.,6,bbc,"[bbc] , Yellow Card at 97 minutes extra time || [bbc] , Yellow Card at 98 minutes extra time || [bbc] , substituted for A. Jashari at 96 minutes",1
760513_49772413,760513,ARG-SUI QF,98',98.0,Argentina,1,Lautaro Martínez,1,8,Remo Freuler (Switzerland) wins a free kick on the right wing. || Foul by Thiago Almada (Argentina). || Thiago Almada (Argentina) is shown the yellow card for a bad foul.,6,bbc,"[bbc] , Yellow Card at 97 minutes extra time || [bbc] , Yellow Card at 98 minutes extra time || [bbc] , substituted for A. Jashari at 96 minutes",1
760513_49772476,760513,ARG-SUI QF,102',102.0,Switzerland,0,Zeki Amdouni,0,2,Foul by Zeki Amdouni (Switzerland). || Lionel Messi (Argentina) wins a free kick in the attacking half.,0,,,0
760513_49772478,760513,ARG-SUI QF,102',102.0,Switzerland,0,,0,2,Foul by Zeki Amdouni (Switzerland). || Lionel Messi (Argentina) wins a free kick in the attacking half.,0,,,0
760513_49772582,760513,ARG-SUI QF,107',107.0,Argentina,1,Alexis Mac Allister,0,2,Miro Muheim (Switzerland) wins a free kick on the left wing. || Foul by Alexis Mac Allister (Argentina).,2,bbc,"[bbc] , substituted for N. Otamendi at 105 minutes || [bbc] , substituted for N. Otamendi at 105 minutes",1
760513_49772632,760513,ARG-SUI QF,110',110.0,Switzerland,0,Manuel Akanji,0,2,Foul by Manuel Akanji (Switzerland). || Lautaro Martínez (Argentina) wins a free kick in the defensive half.,3,bbc,"[bbc] L. Messi (10'), J. López (112' ET) || [bbc] , substituted for J. López at 110 minutes || [bbc] , substituted for J. López at 110 minutes",1
760513_49772722,760513,ARG-SUI QF,118',118.0,Argentina,1,José Manuel López,0,2,Ardon Jashari (Switzerland) wins a free kick on the left wing. || Foul by José Manuel López (Argentina).,0,,,0
760515_49796217,760515,ENG-ARG SF,2',2.0,Argentina,1,Leandro Paredes,0,4,Foul by Leandro Paredes (Argentina). || Jude Bellingham (England) wins a free kick in the defensive half. || Foul by Enzo Fernández (Argentina).,12,bbc,"[bbc] 1,000 tomatoes for winning the World Cup?! 00:00:53, play video || [bbc] We gave Alan Shearer a disposable camera for the World Cup. 00:00:43, play video || [bbc] Will Argentina face punishment for World Cup final chaos? 00:00:50, play video",1
760515_49796242,760515,ENG-ARG SF,3',3.0,Argentina,1,Enzo Fernández,0,4,Foul by Leandro Paredes (Argentina). || Jude Bellingham (England) wins a free kick in the defensive half. || Foul by Enzo Fernández (Argentina).,0,,,0
760515_49796298,760515,ENG-ARG SF,6',6.0,Argentina,1,Giuliano Simeone,0,2,Foul by Giuliano Simeone (Argentina). || Elliot Anderson (England) wins a free kick in the defensive half.,0,,,0
760515_49796310,760515,ENG-ARG SF,8',8.0,England,0,,0,5,Julián Alvarez (Argentina) wins a free kick in the defensive half. || Nicolás Tagliafico (Argentina) wins a free kick in the defensive half. || Foul by Reece James (England).,0,,,0
760515_49796323,760515,ENG-ARG SF,9',9.0,England,0,Reece James,0,7,Julián Alvarez (Argentina) wins a free kick in the defensive half. || Nicolás Tagliafico (Argentina) wins a free kick in the defensive half. || Foul by Reece James (England).,0,,,0
760515_49796334,760515,ENG-ARG SF,9',9.0,Argentina,1,Giuliano Simeone,0,7,Julián Alvarez (Argentina) wins a free kick in the defensive half. || Nicolás Tagliafico (Argentina) wins a free kick in the defensive half. || Foul by Reece James (England).,0,,,0
760515_49796343,760515,ENG-ARG SF,10',10.0,England,0,Elliot Anderson,0,6,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half. || Foul by Reece James (England). || Elliot Anderson (England) wins a free kick in the defensive half.,0,,,0
760515_49796448,760515,ENG-ARG SF,16',16.0,Argentina,1,Giuliano Simeone,0,2,Anthony Gordon (England) wins a free kick in the defensive half. || Foul by Giuliano Simeone (Argentina).,2,bbc,"[bbc] The guys went back to what they did against Mexico and what they did against Norway where they locke || [bbc] The dream was coming into view after Gordon's goal but then England fell back, ending overloaded wit",1
760515_49796537,760515,ENG-ARG SF,21',21.0,England,0,Morgan Rogers,0,2,Foul by Morgan Rogers (England). || Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,22,bbc,"[bbc] Argentina will face Spain in Sunday's final, live on BBC One (20:00 BST) || [bbc] published at 23:57 BST 15 July || [bbc] England will take on France in the third-place play-off on Saturday at 22:00 BST in Miami and you ca",1
760515_49796562,760515,ENG-ARG SF,23',23.0,England,0,Jude Bellingham,0,2,Foul by Jude Bellingham (England). || Alexis Mac Allister (Argentina) wins a free kick in the attacking half.,20,bbc,[bbc] published at 23:57 BST 15 July || [bbc] England will take on France in the third-place play-off on Saturday at 22:00 BST in Miami and you ca || [bbc] published at 23:55 BST 15 July,1
760515_49796564,760515,ENG-ARG SF,23',23.0,England,0,,0,2,Foul by Jude Bellingham (England). || Alexis Mac Allister (Argentina) wins a free kick in the attacking half.,20,bbc,[bbc] published at 23:57 BST 15 July || [bbc] England will take on France in the third-place play-off on Saturday at 22:00 BST in Miami and you ca || [bbc] published at 23:55 BST 15 July,1
760515_49796570,760515,ENG-ARG SF,25',25.0,Argentina,1,Giuliano Simeone,0,2,Jordan Pickford (England) wins a free kick in the defensive half. || Foul by Giuliano Simeone (Argentina).,18,bbc,[bbc] published at 23:57 BST 15 July || [bbc] published at 23:55 BST 15 July || [bbc] published at 23:53 BST 15 July,1
760515_49796628,760515,ENG-ARG SF,30',30.0,England,0,Anthony Gordon,0,2,Foul by Anthony Gordon (England). || Giuliano Simeone (Argentina) wins a free kick in the defensive half.,0,,,0
760515_49796657,760515,ENG-ARG SF,32',32.0,Argentina,1,Enzo Fernández,0,2,Jude Bellingham (England) wins a free kick in the attacking half. || Foul by Enzo Fernández (Argentina).,0,,,0
760515_49796672,760515,ENG-ARG SF,34',34.0,Argentina,1,Giuliano Simeone,0,4,Marc Guéhi (England) wins a free kick in the defensive half. || Foul by Giuliano Simeone (Argentina). || Jude Bellingham (England) wins a free kick on the left wing.,0,,,0
760515_49796694,760515,ENG-ARG SF,35',35.0,Argentina,1,Nahuel Molina,0,4,Marc Guéhi (England) wins a free kick in the defensive half. || Foul by Giuliano Simeone (Argentina). || Jude Bellingham (England) wins a free kick on the left wing.,0,,,0
760515_49796709,760515,ENG-ARG SF,37',37.0,England,0,Elliot Anderson,1,3,Foul by Elliot Anderson (England). || Lionel Messi (Argentina) wins a free kick in the attacking half. || Elliot Anderson (England) is shown the yellow card for a bad foul.,0,,,0
760515_49796782,760515,ENG-ARG SF,42',42.0,Argentina,1,Lisandro Martínez,1,5,Morgan Rogers (England) wins a free kick in the defensive half. || Foul by Lisandro Martínez (Argentina). || Lisandro Martínez (Argentina) is shown the yellow card for a bad foul.,0,,,0
760515_49796805,760515,ENG-ARG SF,43',43.0,Argentina,1,Enzo Fernández,1,5,Morgan Rogers (England) wins a free kick in the defensive half. || Foul by Lisandro Martínez (Argentina). || Lisandro Martínez (Argentina) is shown the yellow card for a bad foul.,0,,,0
760515_49796908,760515,ENG-ARG SF,45'+3',45.03,Argentina,1,,0,1,Reece James (England) wins a free kick on the right wing.,0,,,0
760515_49797059,760515,ENG-ARG SF,51',51.0,Argentina,1,Cristian Romero,1,3,Jude Bellingham (England) wins a free kick in the defensive half. || Foul by Cristian Romero (Argentina). || Cristian Romero (Argentina) is shown the yellow card for a bad foul.,0,,,0
760515_49797086,760515,ENG-ARG SF,53',53.0,England,0,Jude Bellingham,0,2,Foul by Jude Bellingham (England). || Cristian Romero (Argentina) wins a free kick in the attacking half.,2,bbc,[bbc] Anthony Gordon puts England ahead from Morgan Rogers' cross on 55 minutes || [bbc] Thomas Tuchel's side looked on course to reach England's first men's World Cup final since their win,1
760515_49797339,760515,ENG-ARG SF,67',67.0,England,0,Morgan Rogers,0,2,Foul by Morgan Rogers (England). || Nicolás Tagliafico (Argentina) wins a free kick in the defensive half.,0,,,0
760515_49797368,760515,ENG-ARG SF,69',69.0,Argentina,1,Cristian Romero,0,2,Djed Spence (England) wins a free kick in the defensive half. || Foul by Cristian Romero (Argentina).,0,,,0
760515_49797543,760515,ENG-ARG SF,81',81.0,Argentina,1,Nico González,0,2,Harry Kane (England) wins a free kick in the defensive half. || Foul by Nico González (Argentina).,6,bbc,"[bbc] , substituted for D. Burn at 82 minutes || [bbc] , substituted for N. O'Reilly at 82 minutes || [bbc] , substituted for Lautaro Martínez at 81 minutes",1
760515_49797746,760515,ENG-ARG SF,90'+9',90.09,England,0,Jude Bellingham,0,4,Foul by Jude Bellingham (England). || Lionel Messi (Argentina) wins a free kick in the defensive half. || Foul by Dan Burn (England).,2,bbc,"[bbc] , Yellow Card at 90 minutes plus 4 || [bbc] , Yellow Card at 90 minutes plus 4",1
760515_49797778,760515,ENG-ARG SF,90'+12',90.12,England,0,Dan Burn,0,4,Foul by Jude Bellingham (England). || Lionel Messi (Argentina) wins a free kick in the defensive half. || Foul by Dan Burn (England).,2,bbc,"[bbc] , Yellow Card at 90 minutes plus 4 || [bbc] , Yellow Card at 90 minutes plus 4",1
760517_49878814,760517,ESP-ARG Final,2',2.0,Spain,0,Pedro Porro,0,2,Nico González (Argentina) wins a free kick in the defensive half. || Foul by Pedro Porro (Spain).,23,bbc|guardian,[bbc] published at 01:00 BST 20 July || [bbc] published at 00:58 BST 20 July || [bbc] published at 00:56 BST 20 July,1
760517_49878856,760517,ESP-ARG Final,4',4.0,Argentina,1,Gonzalo Montiel,0,2,Álex Baena (Spain) wins a free kick in the defensive half. || Foul by Gonzalo Montiel (Argentina).,2,guardian,"[guardian] 120+2 min: Great chance for Simeone!
11.59pm
CEST
23:59
120+2 min: Great chance for Simeone!
Messi’s || [guardian] 120+2 min: Great chance for Simeone!
11.59pm
CEST
23:59
120+2 min: Great chance for Simeone!
Messi’s",1
760517_49878952,760517,ESP-ARG Final,8',8.0,Spain,0,Lamine Yamal,0,2,Nicolás Tagliafico (Argentina) wins a free kick in the defensive half. || Foul by Lamine Yamal (Spain).,1,bbc,"[bbc] Argentina keeper Martinez had been their hero, and he prevented Spain scoring a winner in the final ",1
760517_49879055,760517,ESP-ARG Final,14',14.0,Argentina,1,Alexis Mac Allister,0,2,Foul by Alexis Mac Allister (Argentina). || Dani Olmo (Spain) wins a free kick in the defensive half.,0,,,0
760517_49879065,760517,ESP-ARG Final,16',16.0,Spain,0,Álex Baena,0,2,Lionel Messi (Argentina) wins a free kick in the attacking half. || Foul by Álex Baena (Spain).,0,,,0
760517_49879092,760517,ESP-ARG Final,18',18.0,Argentina,1,Nicolás Tagliafico,0,2,Foul by Nicolás Tagliafico (Argentina). || Dani Olmo (Spain) wins a free kick in the defensive half.,0,,,0
760517_49879106,760517,ESP-ARG Final,20',20.0,Spain,0,Dani Olmo,0,2,Enzo Fernández (Argentina) wins a free kick in the defensive half. || Foul by Dani Olmo (Spain).,0,,,0
760517_49879176,760517,ESP-ARG Final,24',24.0,Spain,0,Rodri,0,2,Lionel Messi (Argentina) wins a free kick in the defensive half. || Foul by Rodri (Spain).,0,,,0
760517_49879205,760517,ESP-ARG Final,29',29.0,Argentina,1,Nicolás Tagliafico,0,2,Foul by Nicolás Tagliafico (Argentina). || Lamine Yamal (Spain) wins a free kick in the defensive half.,1,bbc,"[bbc] performed in the first World Cup half-time show, stretching the interval out to 27 minutes.",1
760517_49879277,760517,ESP-ARG Final,33',33.0,Spain,0,Rodri,0,4,Alexis Mac Allister (Argentina) wins a free kick on the left wing. || Foul by Rodri (Spain). || Foul by Julián Alvarez (Argentina).,0,,,0
760517_49879285,760517,ESP-ARG Final,34',34.0,Argentina,1,Julián Alvarez,0,4,Alexis Mac Allister (Argentina) wins a free kick on the left wing. || Foul by Rodri (Spain). || Foul by Julián Alvarez (Argentina).,0,,,0
760517_49879313,760517,ESP-ARG Final,36',36.0,Argentina,1,Nicolás Tagliafico,0,2,Foul by Nicolás Tagliafico (Argentina). || Rodri (Spain) wins a free kick in the defensive half.,0,,,0
760517_49879353,760517,ESP-ARG Final,38',38.0,Argentina,1,Julián Alvarez,0,2,Foul by Julián Alvarez (Argentina). || Rodri (Spain) wins a free kick on the right wing.,1,bbc,"[bbc] Spain constantly complained about referee Slavko Vincic's leniency, especially when Alexis Mac Allis",1
