event_id,match,date,minute,arg_fouls,opp_fouls,arg_cards,opp_cards,opta_lines,opta_foul_lines,opta_card_lines,media_lines,any_activity
760509,ARG-EGY R16,2026-07-07,82,0,0,0,0,2,0,0,0,1
760509,ARG-EGY R16,2026-07-07,83,0,0,0,0,1,0,0,1,1
760509,ARG-EGY R16,2026-07-07,84,0,0,0,0,0,0,0,0,0
760509,ARG-EGY R16,2026-07-07,85,0,0,0,0,0,0,0,0,0
760509,ARG-EGY R16,2026-07-07,86,0,0,0,0,0,0,0,0,0
760509,ARG-EGY R16,2026-07-07,87,1,0,0,0,2,2,0,0,1
760509,ARG-EGY R16,2026-07-07,88,0,0,0,0,0,0,0,0,0
760509,ARG-EGY R16,2026-07-07,89,0,1,0,0,2,2,0,0,1
760509,ARG-EGY R16,2026-07-07,90,1,1,0,4,15,5,4,9,1
760509,ARG-EGY R16,2026-07-07,91,0,0,0,0,0,0,0,0,0
760509,ARG-EGY R16,2026-07-07,92,0,0,0,0,0,0,0,0,0
760509,ARG-EGY R16,2026-07-07,93,0,0,0,0,0,0,0,0,0
760509,ARG-EGY R16,2026-07-07,94,0,0,0,0,0,0,0,0,0
760509,ARG-EGY R16,2026-07-07,95,0,0,0,0,0,0,0,4,1
760513,ARG-SUI QF,2026-07-12,0,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,1,0,1,0,0,3,2,0,0,1
760513,ARG-SUI QF,2026-07-12,2,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,3,1,0,0,0,2,2,0,0,1
760513,ARG-SUI QF,2026-07-12,4,0,0,0,0,0,0,0,5,1
760513,ARG-SUI QF,2026-07-12,5,0,0,0,0,0,0,0,16,1
760513,ARG-SUI QF,2026-07-12,6,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,7,0,0,0,0,2,0,0,0,1
760513,ARG-SUI QF,2026-07-12,8,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,9,0,0,0,0,4,0,0,0,1
760513,ARG-SUI QF,2026-07-12,10,0,0,0,0,1,0,0,2,1
760513,ARG-SUI QF,2026-07-12,11,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,12,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,13,1,0,0,0,2,2,0,0,1
760513,ARG-SUI QF,2026-07-12,14,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,15,0,0,0,0,1,0,0,0,1
760513,ARG-SUI QF,2026-07-12,16,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,17,0,2,0,0,2,2,0,0,1
760513,ARG-SUI QF,2026-07-12,18,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,19,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,20,0,0,0,0,2,0,0,1,1
760513,ARG-SUI QF,2026-07-12,21,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,22,0,1,0,0,2,2,0,0,1
760513,ARG-SUI QF,2026-07-12,23,0,1,0,0,3,2,0,0,1
760513,ARG-SUI QF,2026-07-12,24,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,25,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,26,0,0,0,0,1,0,0,0,1
760513,ARG-SUI QF,2026-07-12,27,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,28,0,1,0,0,2,2,0,0,1
760513,ARG-SUI QF,2026-07-12,29,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,30,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,31,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,32,0,1,0,0,2,2,0,0,1
760513,ARG-SUI QF,2026-07-12,33,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,34,0,0,0,0,1,0,0,0,1
760513,ARG-SUI QF,2026-07-12,35,1,0,0,0,2,2,0,0,1
760513,ARG-SUI QF,2026-07-12,36,1,0,0,0,2,2,0,0,1
760513,ARG-SUI QF,2026-07-12,37,0,0,0,0,0,0,0,0,0
760513,ARG-SUI QF,2026-07-12,38,0,0,0,0,0,0,0,0,0
